id,name,text,trans
0000000000000,美鈴,こんにちは、佑芽さん。,你好，佑芽同学。
0000000000000,佑芽,こんにちは美鈴ちゃん、あたしに用？,你好呀小美铃，找我有事？
0000000000000,美鈴,いいえ、お隣の……咲季さんに。,不，是找你旁边的……咲季同学。
0000000000000,佑芽,お姉ちゃん？　\nでも……今日のお姉ちゃんって……,姐姐？　\n不过……今天的姐姐啊……
0000000000000,咲季,……あら、佑芽、美鈴。\nどうしたの、わたしの部屋の前で。,……哎呀，佑芽，美铃。\n你们在我房间门口做什么呢？
0000000000000,佑芽,――ホラね。お姉ちゃんって、\n休日のお昼すぎから、,——你看吧。\n姐姐她一到休息日下午，
0000000000000,佑芽,おやすみモードになっちゃうんだぁ。\nいっつも付き合い悪いんだよー。,就会进入休息模式。\n每次都不肯陪我玩了啦。
0000000000000,美鈴,まあ……それがいいんですよ。,哎呀……这样才好呢。
0000000000000,佑芽,えっ？,诶？
0000000000000,美鈴,そんなおやすみモードの咲季さんは、\nわたしととっても気が合うんです。,那种休息模式下的咲季同学，\n和我特别合得来呢。
0000000000000,美鈴,ね？,对吧？
0000000000000,咲季,ええ……ね～？　ふぁぁ……,嗯……对吧～？　呼啊……
0000000000000,佑芽,ホントだ！　\nすっごく気が合いそう……！,真的！　\n看起来超合得来……！
0000000000000,咲季,そういえば……美鈴と約束してたわね。,说起来……我和美铃约好了呢。
0000000000000,美鈴,ええ、とっておきのお昼寝場所に\n案内しますね。,嗯，那个私藏的午睡好地方，\n我带你去吧。
0000000000000,佑芽,なっ……なんだとぉ……,什……什么——……
0000000000000,美鈴,そういうわけですから……佑芽さん。\n咲季さんを、借りていきます。,所以就是这样……佑芽同学。\n咲季同学，我就先借走了。
0000000000000,佑芽,うっ……う、ぐぐぐ……！　てっ――,呜……呜、咕咕咕……！　手——
0000000000000,佑芽,手毬ちゃんに言いつけてやるぅ～～！！,我要去向小手毬告状——！！
0000000000000,美鈴,……あらあら。,……哎呀呀。
info,adv_csprt-2-0055_02.txt,,
译者,pm,,
