id,name,text,trans
0000000000000,__narration__,～『Hatsuboshi IDOL FESTIVAL』\n当日～,～『Hatsuboshi IDOL FESTIVAL』当天～
0000000000000,美鈴,……すぅ……すぅ……,……呼……呼……
0000000000000,{user},秦谷さん。時間ですよ、秦谷さん。\nそろそろ起きてください。,秦谷同学。时间到了哦，秦谷同学。\n差不多该起来了哦。
0000000000000,美鈴,ふぁ……ぁ……,呼啊……嗯……
0000000000000,美鈴,まぁ……おはようございます、\nプロデューサー。,哎呀……早上好，\n制作人。
0000000000000,{user},おはようございます、秦谷さん。,早上好，秦谷同学。
0000000000000,{user},一応聞いておきますが……\n状況はわかっていますか？,我姑且问一下……\n你应该知道现在是什么情况吧？
0000000000000,美鈴,朝、目が覚めたら……\nプロデューサーが、,早上，我一醒来……\n就看到制作人您——
0000000000000,美鈴,すぐそばにいてくださいました。,仍然陪在我身边。
0000000000000,{user},……まず、いまは朝ではないですし。\nその表現は誤解を与えかねません。,……首先，现在不是早上。\n而且这个说法很容易让人误会。
0000000000000,美鈴,ふふ……そうやってうろたえるお顔が、\nわたしの緊張をほぐしてくれます。,呵呵……看到您这样慌张，\n反而缓解了我的紧张。
0000000000000,美鈴,もちろんわかっていますよ――……\nいまは、『H.I.F』本戦の当日。,我当然十分清楚——……\n今天是，『H.I.F』的决赛当天。
0000000000000,美鈴,もうすぐ……わたしの出番ですね。,马上……就轮到我出场了呢。
0000000000000,{user},……わかっているならいいんです。\nですが……,……知道就好。\n但是……
0000000000000,{user},プロデューサーの顔など無関係に、\nまるで緊張などしていないでしょう。,为什么明明我这个制作人都这么紧张，\n你却一副事不关己高高挂起的样子呢。
0000000000000,美鈴,まあ……そんなことはありませんよ？\nとても……緊張しています。,哎呀……怎么会呢？\n我真的……很紧张哦。
0000000000000,燐羽,――手毬。,——手毬。
0000000000000,燐羽,自分をアイドルに<em>戻す</em>ついでに、\n極月学園で特訓してあげる。,在我重回级偶像的路上，\n就顺便给你在极月做点特训吧。
0000000000000,手毬,やった！　燐羽の特訓……！\n久しぶり！　たくさん一緒に歌おうね！,太好了！　燐羽的特训……！\n好久没体验过了！　我们要一起唱好多好多歌哦！
0000000000000,美鈴,りんちゃんと一緒に特訓をしてきた……\nまりちゃんとの、大切な再戦ですし。,小毬找小燐都已经一起特训过了……\n毕竟是和她的重要再战呢。
0000000000000,美鈴,あなたとも……約束しましたから。,而且我也和您……约好了啊。
0000000000000,美鈴,『<r\=プリマステラ>一番星</r>』を……捧げる、と。,要将『启明星』……献给您，不是吗。
0000000000000,{user},『SyngUp!』が目標としていた\nアイドル。<r\=かやけい>賀陽継</r>さんが……\nかつて持っていた称号。,那是『SyngUp!』曾以之\n为目标的偶像，贺阳继小姐……\n曾经拥有的称号。
